id,department_id,manager_id,first_name,last_name,email,job_title,salary,hire_date,is_active
279,4,4,Scott,Ramirez,sramirez@datamartx.com,Lead Software Engineer,138824.06,2019-05-20,True
280,4,4,Christopher,Martin,cmartin@datamartx.com,Database Administrator,104255.83,2023-04-10,True
281,6,6,Angel,Mccoy,amccoy@datamartx.com,Logistics Coordinator,51788.39,2022-06-06,True
282,6,6,Kelsey,Parker,kparker@datamartx.com,Logistics Coordinator,51904.31,2023-09-01,True
283,7,7,Deanna,Schneider,dschneider@datamartx.com,Senior Support Agent,50765.09,2021-06-30,True
284,6,6,Christopher,Friedman,cfriedman@datamartx.com,Warehouse Supervisor,53472.35,2022-11-25,True
285,2,2,Amber,Todd,atodd@datamartx.com,Junior Accountant,46712.84,2019-06-05,True
286,6,6,Susan,Boyd,sboyd@datamartx.com,Warehouse Supervisor,48694.44,2022-07-05,True
287,5,5,Karen,Shaw,kshaw@datamartx.com,Marketing Manager,92814.86,2024-01-18,True
288,7,7,Andrew,Barrett,abarrett@datamartx.com,Support Agent,36477.57,2021-09-28,True
289,8,8,Amanda,Rivers,arivers@datamartx.com,Data Analyst,61032.13,2021-03-06,True
290,8,8,Joshua,Harris,jharris@datamartx.com,Data Analyst,67129.67,2025-10-27,True
291,3,3,Maria,Combs,mcombs@datamartx.com,Recruiter,57925.45,2020-02-27,True
292,7,7,Bethany,Miller,bmiller@datamartx.com,Support Agent,41142.55,2020-09-02,True
293,6,6,Amanda,Flores,aflores@datamartx.com,Logistics Coordinator,60164.24,2018-10-19,True
294,5,5,Brianna,Henry,bhenry@datamartx.com,SEO Specialist,66613.49,2024-09-26,True
295,8,8,Sarah,Morgan,smorgan1@datamartx.com,Product Manager,93586.52,2023-03-05,True
296,3,3,Henry,Johnson,hjohnson@datamartx.com,HR Specialist,68527.66,2022-08-12,True
297,5,5,Allison,Reyes,areyes@datamartx.com,Account Manager,62371.4,2018-09-09,True
298,6,6,Christopher,Petty,cpetty@datamartx.com,Logistics Coordinator,53747.5,2018-12-12,True
299,5,5,Amber,Mitchell,amitchell@datamartx.com,Account Manager,76311.58,2021-09-02,True
300,7,7,Ian,Tate,itate@datamartx.com,Support Agent,38604.71,2022-07-01,True
